CASE_CODE,TITLE,REGULATION_ID,NOTIFICATION_DATE,SIMPL_PROC,LAST_DECISION_DATE,DEADLINE_DATE,NACE_CODE
M.2323,HSBC-CCF / BANQUE HERVET,Council Regulation 4064/89,26-02-01,Y,27-03-01,27-03-01,"K.64.92 - Other credit granting, K.64.92 - Other credit granting"
M.2324,SANMINA CORPORATION / AB SEGERSTRÖM & SVENSSON,Council Regulation 4064/89,26-01-01,Y,23-02-01,28-02-01,"C.27.90 - Manufacture of other electrical equipment, C.27.90 - Manufacture of other electrical equipment"
M.2328,SHELL / BEACON / 3i / TWISTER,Council Regulation 4064/89,15-03-01,Y,19-04-01,20-04-01,"B.09.1 - Support activities for petroleum and natural gas extraction, B.09.1 - Support activities for petroleum and natural gas extraction"
M.2329,SOCIETE GENERALE / DEUFIN,Council Regulation 4064/89,09-04-01,Y,17-05-01,17-05-01,"K.64.19 - Other monetary intermediation, K.64.19 - Other monetary intermediation, K.64.91 - Financial leasing, K.64.91 - Financial leasing"
M.2330,CARGILL / BANKS,Council Regulation 4064/89,08-02-01,N,09-03-01,09-03-01,"G.46.18 - Agents specialised in the sale of other particular products, G.46.18 - Agents specialised in the sale of other particular products"
M.2333,DE BEERS / LVMH,Council Regulation 4064/89,09-03-01,N,25-07-01,28-08-01,"G.47.78 - Other retail sale of new goods in specialised stores, G.47.78 - Other retail sale of new goods in specialised stores, G.47.78 - Other retail sale of new goods in specialised stores"
M.2334,DMDATA / KOMMUNEDATA / e-BOKS JV,Council Regulation 4064/89,01-03-01,N,30-03-01,02-04-01,"H.53.1 - Postal activities under universal service obligation, H.53.1 - Postal activities under universal service obligation"
M.2335,MICHEL MINERALÖLHANDEL / THYSSEN-ELF OIL,Council Regulation 4064/89,31-01-01,N,28-02-01,01-03-01,"G.45 - Wholesale and retail trade and repair of motor vehicles and motorcycles, G.45 - Wholesale and retail trade and repair of motor vehicles and motorcycles"
M.2336,THOMSON MULTIMEDIA / TECHNICOLOR,Council Regulation 4064/89,30-01-01,Y,28-02-01,28-02-01,"J.59.1 - Motion picture, video and television programme activities, J.59.1 - Motion picture, video and television programme activities"
M.2337,NESTLE / RALSTON PURINA,Council Regulation 4064/89,15-06-01,N,27-07-01,,"C.10.92 - Manufacture of prepared pet foods, C.10.92 - Manufacture of prepared pet foods, C.10.92 - Manufacture of prepared pet foods"
M.2338,GEVAERT / AGFA-GEVAERT,Council Regulation 4064/89,09-03-01,Y,03-04-01,18-04-01,"C.32.9 - Manufacturing n.e.c., C.32.9 - Manufacturing n.e.c."
M.2339,CONFORAMA / SALZAM MERCATONE,Council Regulation 4064/89,26-02-01,Y,27-03-01,27-03-01,"G.47.54 - Retail sale of electrical household appliances in specialised stores, G.47.54 - Retail sale of electrical household appliances in specialised stores"
M.234,GECC / AVIS,Council Regulation 4064/89,12-06-92,N,15-07-92,15-07-92,"N.77.11 - Renting and leasing of cars and light motor vehicles, N.77.11 - Renting and leasing of cars and light motor vehicles"
M.2340,EDP / CAJASTUR / CASER / HIDROELECTRICA DEL CANTABRICO,Council Regulation 4064/89,02-02-01,N,05-03-01,05-03-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.2341,BANCO POPULAR ESPAÑOL / FORTIOR HOLDING,Council Regulation 4064/89,12-02-01,Y,12-03-01,13-03-01,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.2342,TECHINT / VAI / JV,Council Regulation 4064/89,06-04-01,Y,17-05-01,17-05-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2343,TORO ASSICURAZIONI / LLOYD ITALICO,Council Regulation 4064/89,14-02-01,N,15-03-01,15-03-01,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.2344,XCHANGE / BAE SYSTEMS / JV,Council Regulation 4064/89,23-02-01,Y,23-03-01,26-03-01,"N.78.10 - Activities of employment placement agencies, N.78.10 - Activities of employment placement agencies"
M.2345,DEUTSCHE BP / ERDÖLCHEMIE,Council Regulation 4064/89,22-03-01,N,26-04-01,26-04-01,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.2346,TELEFONICA / PORTUGAL TELECOM / BRAZILIAN JV,Council Regulation 4064/89,12-02-01,Y,13-03-01,13-03-01,"J.61 - Telecommunications, J.61 - Telecommunications"
M.2347,MANNESMANN ARCOR / NETCOM KASSEL,Council Regulation 4064/89,14-03-01,Y,17-04-01,19-04-01,"J.61 - Telecommunications, J.61 - Telecommunications"
M.2348,OUTOKUMPU / NORZINK,Council Regulation 4064/89,26-02-01,N,27-03-01,27-03-01,"C.24.43 - Lead, zinc and tin production, C.24.43 - Lead, zinc and tin production"
M.2349,E.ON / SYDKRAFT,Council Regulation 4064/89,06-03-01,N,09-04-01,09-04-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.235,ELF AQUITAINE THYSSEN / MINOL AG,Council Regulation 4064/89,03-08-92,N,04-09-92,,"C.19.20 - Manufacture of refined petroleum products, C.19.20 - Manufacture of refined petroleum products, C.19.20 - Manufacture of refined petroleum products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.2350,CAMPBELL / ECBB (UNILEVER),Council Regulation 4064/89,01-03-01,N,02-04-01,02-04-01,"C.10 - Manufacture of food products, C.10 - Manufacture of food products"
M.2352,SWB / STADTWERKE BIELEFELD / JV,Council Regulation 4064/89,29-06-01,Y,27-07-01,02-08-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution, J.61 - Telecommunications, J.61 - Telecommunications"
M.2353,RWE / HIDROELECTRICA DEL CANTÁBRICO,Council Regulation 4064/89,16-02-01,N,19-03-01,19-03-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.2354,ENICHEM / POLIMERI,Council Regulation 4064/89,08-03-01,Y,06-04-01,09-04-01,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms, C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms"
M.2355,DOW / ENICHEM POLYURETHANE,Council Regulation 4064/89,05-03-01,N,06-04-01,06-04-01,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.2356,HERMES / CODAN / JV,Council Regulation 4064/89,09-02-01,Y,12-03-01,12-03-01,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.2357,VATTENFALL / HAMBURGER ELECTRIZITÄTSWERKE / NORDIC POWERHOUSE,Council Regulation 4064/89,12-02-01,Y,13-03-01,13-03-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.2358,FLEXTRONICS / ERICSSON,Council Regulation 4064/89,05-03-01,N,06-04-01,06-04-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2359,INTERNATIONAL FUEL CELLS (UTC) / SOPC (SHELL) / JV,Council Regulation 4064/89,26-04-01,Y,29-05-01,01-06-01,"D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains, D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains"
M.236,ERICSSON / ASCOM,Council Regulation 4064/89,05-06-92,N,08-07-92,09-07-92,"C.27.32 - Manufacture of other electronic and electric wires and cables, C.27.32 - Manufacture of other electronic and electric wires and cables"
M.2360,SGS / R&S; / FREEGLASS JV,Council Regulation 4064/89,08-03-01,Y,06-04-01,09-04-01,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.2362,DALKIA HOLDING / CLEMESSY,Council Regulation 4064/89,20-07-01,N,23-08-01,24-08-01,"C.27.12 - Manufacture of electricity distribution and control apparatus, C.27.12 - Manufacture of electricity distribution and control apparatus"
M.2363,BHP / CAEMI,Council Regulation 4064/89,12-03-01,N,20-04-01,28-08-01,"B.07 - Mining of metal ores, B.07 - Mining of metal ores, B.07 - Mining of metal ores"
M.2364,DEUTSCHE BANK / BANQUE WORMS,Council Regulation 4064/89,16-02-01,Y,19-03-01,19-03-01,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.2365,SCHLUMBERGER / SEMA,Council Regulation 4064/89,05-03-01,N,05-04-01,06-04-01,"J.62.0 - Computer programming, consultancy and related activities, J.62.0 - Computer programming, consultancy and related activities, J.62.09 - Other information technology and computer service activities, J.62.09 - Other information technology and computer service activities"
M.2366,DENSO / MMC,Council Regulation 4064/89,26-02-01,N,27-03-01,27-03-01,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.2367,SIEMENS / E.ON / SHELL / SSG,Council Regulation 4064/89,27-02-01,N,27-03-01,28-03-01,"C.27.20 - Manufacture of batteries and accumulators, C.27.20 - Manufacture of batteries and accumulators"
M.2368,GILDE / CAPVIS / SOUDRONIC,Council Regulation 4064/89,16-02-01,Y,16-03-01,19-03-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2369,CNH / FHE,Council Regulation 4064/89,18-05-01,N,26-06-01,26-06-01,"C.28.9 - Manufacture of other special-purpose machinery, C.28.9 - Manufacture of other special-purpose machinery"
M.237,DASA / FOKKER,Council Regulation 4064/89,02-04-93,N,10-05-93,10-05-93,"C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery"
M.2370,THALES / AIRSYS-ATM,Council Regulation 4064/89,11-04-01,N,21-05-01,21-05-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2373,COMPASS / SELECTA,Council Regulation 4064/89,30-03-01,N,08-05-01,08-05-01,"I.56.2 - Event catering and other food service activities, I.56.2 - Event catering and other food service activities"
M.2374,TELENOR / ERGOGROUP / DNB / ACCENTURE / JV,Council Regulation 4064/89,26-03-01,N,02-05-01,03-05-01,"G.47.9 - Retail trade not in stores, stalls or markets, G.47.9 - Retail trade not in stores, stalls or markets"
M.2375,PAI + UGI / ELF ANTARGAZ,Council Regulation 4064/89,20-02-01,N,21-03-01,21-03-01,"D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains, D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains"
M.2377,SYDKRAFT / ABB / GERMAN POWER TRADING JV,Council Regulation 4064/89,21-02-01,Y,21-03-01,22-03-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.238,SIEMENS / PHILIPS,Council Regulation 4064/89,11-11-92,N,08-01-93,07-05-93,"C.27.32 - Manufacture of other electronic and electric wires and cables, C.27.32 - Manufacture of other electronic and electric wires and cables, C.27.32 - Manufacture of other electronic and electric wires and cables"
M.2380,FÖRENINGSSPARBANKEN / SEB,Council Regulation 4064/89,11-06-01,N,19-09-01,16-11-01,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.2382,USINOR / ARBED / ACERALIA (see ECSC.1351),Council Regulation 4064/89,18-06-01,N,19-07-01,19-07-01,"C.24.20 - Manufacture of tubes, pipes, hollow profiles and related fittings, of steel, C.24.20 - Manufacture of tubes, pipes, hollow profiles and related fittings, of steel, C.25.62 - Machining, C.25.62 - Machining"
M.2383,VNU / RCS EDITORI,Council Regulation 4064/89,06-03-01,Y,06-04-01,09-04-01,"M.73.20 - Market research and public opinion polling, M.73.20 - Market research and public opinion polling"
M.2384,RATOS / 3i GROUP /  ATLE,Council Regulation 4064/89,01-03-01,N,02-04-01,02-04-01,"K.66.12 - Security and commodity contracts brokerage, K.66.12 - Security and commodity contracts brokerage"
M.2386,MEI / PHILIPS,Council Regulation 4064/89,20-04-01,N,29-05-01,29-05-01,"C.27.20 - Manufacture of batteries and accumulators, C.27.20 - Manufacture of batteries and accumulators"
M.2387,HEINEKEN / BAYERISCHE BRAUHOLDING / JV,Council Regulation 4064/89,12-06-01,N,12-07-01,13-07-01,"C.11.05 - Manufacture of beer, C.11.05 - Manufacture of beer"
M.2389,SHELL / DEA,Council Regulation 4064/89,10-07-01,N,20-12-01,,"C.19 - Manufacture of coke and refined petroleum products, C.19 - Manufacture of coke and refined petroleum products, C.19 - Manufacture of coke and refined petroleum products, C.19 - Manufacture of coke and refined petroleum products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.239,AVESTA / BRITISH STEEL / NCC,Council Regulation 4064/89,03-08-92,N,04-09-92,04-09-92,"C.24.10 - Manufacture of basic iron and steel and of ferro-alloys , C.24.10 - Manufacture of basic iron and steel and of ferro-alloys"
M.2391,CVC / CINVEN / ASSIDOMÄN,Council Regulation 4064/89,02-04-01,N,10-05-01,10-05-01,"C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard"
M.2393,SKANSKA SVERIGE / POSTEN / HOOC,Council Regulation 4064/89,07-05-01,N,13-06-01,14-06-01,"G.47.9 - Retail trade not in stores, stalls or markets, G.47.9 - Retail trade not in stores, stalls or markets"
M.2394,SCI SYSTEMS / NOKIA NETWORKS,Council Regulation 4064/89,22-03-01,Y,25-04-01,26-04-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2395,MORGAN GRENFELL / WHITBREAD,Council Regulation 4064/89,30-03-01,Y,08-05-01,08-05-01,"I.56.30 - Beverage serving activities, I.56.30 - Beverage serving activities"
M.2396,INDUSTRI KAPITAL / PERSTORP (II),Council Regulation 4064/89,05-04-01,N,11-05-01,,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.2397,BC FUNDS / SANITEC,Council Regulation 4064/89,27-04-01,N,06-06-01,06-06-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2398,LINDE / JUNGHEINRICH / JV,Council Regulation 4064/89,19-03-01,N,25-04-01,25-04-01,"J.62.09 - Other information technology and computer service activities, J.62.09 - Other information technology and computer service activities"
M.2399,FRIESLAND COBERCO / NUTRICIA,Council Regulation 4064/89,09-07-01,N,08-08-01,10-08-01,"C.11.1 - Manufacture of beverages, C.11.1 - Manufacture of beverages"
M.24,MITSUBISHI / UCAR CARBON,Council Regulation 4064/89,26-11-90,N,04-01-91,04-01-91,"C.27.20 - Manufacture of batteries and accumulators, C.27.20 - Manufacture of batteries and accumulators"
M.2400,DEXIA / ARTESIA,Council Regulation 4064/89,10-05-01,N,14-06-01,14-06-01,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.2401,INDUSTRI KAPITAL / TELIA ENTERPRISE,Council Regulation 4064/89,20-04-01,N,29-05-01,29-05-01,"J.61 - Telecommunications, J.61 - Telecommunications"
M.2402,CREDITANSTALT / RZB / JV,Council Regulation 4064/89,28-05-01,N,02-07-01,02-07-01,"K.66.1 - Activities auxiliary to financial services, except insurance and pension funding, K.66.1 - Activities auxiliary to financial services, except insurance and pension funding"
M.2403,SCHNEIDER / THOMSON MULTIMEDIA / JV,Council Regulation 4064/89,04-05-01,N,13-06-01,13-06-01,"C.27.9 - Manufacture of other electrical equipment, C.27.9 - Manufacture of other electrical equipment"
M.2404,ELKEM / SAPA,Council Regulation 4064/89,21-05-01,N,26-06-01,27-06-01,"C.25.50 - Forging, pressing, stamping and roll-forming of metal; powder metallurgy, C.25.50 - Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
M.2405,DOW CHEMICAL / ASCOT,Council Regulation 4064/89,06-04-01,Y,11-05-01,17-05-01,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.2406,CEPSA GAS COMERCIALIZADORA / TOTAL FINA ELF GAS & POWER ESPANA,Council Regulation 4064/89,09-04-01,Y,17-05-01,17-05-01,
M.2407,BERTELSMANN / RTL GROUP,Council Regulation 4064/89,03-04-01,Y,11-05-01,11-05-01,
M.2408,REWE COM / HENKEL / TEN UK / TEN DE,Council Regulation 4064/89,26-04-01,Y,31-05-01,01-06-01,"S.96.0 - Other personal service activities, S.96.0 - Other personal service activities"
M.2409,RAIL GOURMET HOLDING / NARVESEN,Council Regulation 4064/89,11-04-01,Y,17-05-01,21-05-01,"I.56.21 - Event catering activities, I.56.21 - Event catering activities"
M.241,EUROCARD / EUROCHEQUE - EUROPAY,Council Regulation 4064/89,10-06-92,N,13-07-92,13-07-92,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.2411,AUTOLOGIC / TNT / WALLENIUS / CAT JV,Council Regulation 4064/89,21-05-01,N,27-06-01,27-06-01,"H.49 - Land transport and transport via pipelines, H.49 - Land transport and transport via pipelines, H.52.1 - Warehousing and storage, H.52.1 - Warehousing and storage, H.52.21 - Service activities incidental to land transportation, H.52.21 - Service activities incidental to land transportation"
M.2412,SODEXHO / ABELA,Council Regulation 4064/89,23-04-01,N,27-04-01,31-05-01,"I.56.2 - Event catering and other food service activities, I.56.2 - Event catering and other food service activities"
M.2413,BHP / BILLITON (see ECSC.1356),Council Regulation 4064/89,10-05-01,N,14-06-01,14-06-01,"B.07.29 - Mining of other non-ferrous metal ores, B.07.29 - Mining of other non-ferrous metal ores"
M.2414,VATTENFALL / HEW,Council Regulation 4064/89,23-03-01,Y,02-05-01,02-05-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.2415,INTERPUBLIC / TRUE NORTH,Council Regulation 4064/89,15-05-01,N,21-06-01,21-06-01,"M.73.1 - Advertising, M.73.1 - Advertising"
M.2416,TETRA LAVAL / SIDEL,Council Regulation 4064/89,18-05-01,N,13-01-03,,"C.28.93 - Manufacture of machinery for food, beverage and tobacco processing, C.28.93 - Manufacture of machinery for food, beverage and tobacco processing, C.28.93 - Manufacture of machinery for food, beverage and tobacco processing, C.28.93 - Manufacture of machinery for food, beverage and tobacco processing, C.28.93 - Manufacture of machinery for food, beverage and tobacco processing"
M.2417,SKANSKA / SITA,Council Regulation 4064/89,19-10-01,Y,23-11-01,26-11-01,"E.37.00 - Sewerage, E.37.00 - Sewerage"
M.2418,ORF / NETWAY / ADWORX,Council Regulation 4064/89,11-04-01,N,21-05-01,21-05-01,"M.73.1 - Advertising, M.73.1 - Advertising"
M.2419,APAX / SCHERING / METAGEN,Council Regulation 4064/89,04-04-01,Y,14-05-01,14-05-01,"C.21.20 - Manufacture of pharmaceutical preparations, C.21.20 - Manufacture of pharmaceutical preparations"
M.242,PROMODES / BRMC,Council Regulation 4064/89,12-06-92,N,13-07-92,15-07-92,G.47.1 - Retail sale in non-specialised stores
M.2420,MITSUI / CVRD / CAEMI,Council Regulation 4064/89,31-05-01,N,30-10-01,,"B.07 - Mining of metal ores, B.07 - Mining of metal ores, B.07 - Mining of metal ores, B.07 - Mining of metal ores"
M.2421,CONTINENTAL / TEMIC,Council Regulation 4064/89,03-05-01,N,11-06-01,11-06-01,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.2422,HAPAG-LLOYD / HAMBURGER HAFEN-UND LAGERHAUS / HHLA-CTA,Council Regulation 4064/89,23-07-01,N,22-08-01,27-08-01,"H.52.24 - Cargo handling, H.52.24 - Cargo handling"
M.2424,TYCO / CIT,Council Regulation 4064/89,20-04-01,Y,29-05-01,29-05-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment, K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.2425,COOP NORDEN,Council Regulation 4064/89,25-06-01,N,26-07-01,26-07-01,"G.47 - Retail trade, except of motor vehicles and motorcycles, G.47 - Retail trade, except of motor vehicles and motorcycles"
M.2426,INEOS / PHENOLCHEMIE,Council Regulation 4064/89,09-04-01,Y,17-05-01,17-05-01,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms, C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms"
M.2427,INFINEON / CRYPTOMATHIC  JV,Council Regulation 4064/89,23-05-01,Y,27-06-01,29-06-01,"J.63.11 - Data processing, hosting and related activities, J.63.11 - Data processing, hosting and related activities"
M.2430,SCHRODER VENTURES / GRAMMER,Council Regulation 4064/89,10-05-01,Y,13-06-01,14-06-01,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.2431,ALLIANZ / DRESDNER,Council Regulation 4064/89,07-06-01,N,19-07-01,,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.2432,ANGELINI / PHOENIX / JV,Council Regulation 4064/89,05-06-01,N,06-07-01,06-07-01,"G.46.46 - Wholesale of pharmaceutical goods, G.46.46 - Wholesale of pharmaceutical goods"
M.2433,BARCLAYS BANK / MINIMAX,Council Regulation 4064/89,11-04-01,Y,21-05-01,21-05-01,"C.28.9 - Manufacture of other special-purpose machinery, C.28.9 - Manufacture of other special-purpose machinery"
M.2434,GRUPO VILLAR MIR / ENBW / HIDROELECTRICA DEL CANTABRICO,Council Regulation 4064/89,10-04-01,N,26-09-01,,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.2435,EDS / SYSTEMATICS,Council Regulation 4064/89,04-04-01,N,11-05-01,14-05-01,"J.62.0 - Computer programming, consultancy and related activities, J.62.0 - Computer programming, consultancy and related activities"
M.2437,NEC / TOSHIBA,Council Regulation 4064/89,02-05-01,N,05-06-01,08-06-01,"C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery"
M.2438,SES / STORK / FOKKER SPACE,Council Regulation 4064/89,22-06-01,N,24-07-01,25-07-01,"C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery"
M.2439,HITACHI / STMICROELECTRONICS / SUPERH JV,Council Regulation 4064/89,31-05-01,N,03-07-01,03-07-01,"J.62.09 - Other information technology and computer service activities, J.62.09 - Other information technology and computer service activities"
M.2440,SIEMENS / YAZAKI / JV,Council Regulation 4064/89,04-07-01,N,06-08-01,06-08-01,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.2441,AMCOR / DANISCO / AHLSTROM,Council Regulation 4064/89,04-05-01,N,11-06-01,13-06-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2442,NOBIA / MAGNET,Council Regulation 4064/89,24-04-01,Y,29-05-01,01-06-01,"C.31.02 - Manufacture of kitchen furniture, C.31.02 - Manufacture of kitchen furniture"
M.2443,E.ON / POWERGEN,Council Regulation 4064/89,19-10-01,N,23-11-01,26-11-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution, D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains, D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains"
M.2445,NIB CAPITAL / INTERNATIO-MULLER CHEMICAL DISTRIBUTION,Council Regulation 4064/89,19-04-01,Y,21-05-01,23-05-01,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms, C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms"
M.2446,GOVIA / CONNEX SOUTH CENTRAL,Council Regulation 4064/89,15-06-01,N,20-07-01,30-07-01,"H.49 - Land transport and transport via pipelines, H.49 - Land transport and transport via pipelines"
M.2447,FABRICOM / GTI,Council Regulation 4064/89,10-07-01,N,09-08-01,13-08-01,"C.27.12 - Manufacture of electricity distribution and control apparatus, C.27.12 - Manufacture of electricity distribution and control apparatus"
M.2448,DEXIA / BANCO SABADELL / DEXIA BANCO LOCAL,Council Regulation 4064/89,11-05-01,Y,19-06-01,19-06-01,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.2449,GOLDMAN SACHS / SJPC / SCP DE MILO / NASCENT,Council Regulation 4064/89,11-05-01,Y,19-06-01,19-06-01,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.2451,HILTON / SCANDIC,Council Regulation 4064/89,25-04-01,N,31-05-01,01-06-01,"I.55.10 - Hotels and similar accommodation, I.55.10 - Hotels and similar accommodation"
M.2452,BELGACOM / BAS HOLDING / SECURITAS,Council Regulation 4064/89,01-06-01,Y,05-07-01,05-07-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2453,GKN / BRAMBLES,Council Regulation 4064/89,11-06-01,Y,12-07-01,12-07-01,"H.52 - Warehousing and support activities for transportation, H.52 - Warehousing and support activities for transportation"
M.2456,PREUSSAG / TUI BELGIUM,Council Regulation 4064/89,02-07-01,N,02-08-01,03-08-01,"N.79.12 - Tour operator activities, N.79.12 - Tour operator activities"
M.2458,BERTELSMANN / VVC / JV,Council Regulation 4064/89,27-04-01,Y,06-06-01,06-06-01,"M.73.20 - Market research and public opinion polling, M.73.20 - Market research and public opinion polling"
M.2459,CDC / CHARTERHOUSE / ALSTOM CONTRACTING,Council Regulation 4064/89,17-05-01,Y,19-06-01,21-06-01,"F.43.21 - Electrical installation, F.43.21 - Electrical installation"
M.2460,IBM / INFORMIX,Council Regulation 4064/89,14-05-01,N,19-06-01,20-06-01,"J.62.01 - Computer programming activities, J.62.01 - Computer programming activities"
M.2461,OM GROUP / DMC2,Council Regulation 4064/89,01-06-01,N,05-07-01,05-07-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2462,ERICSSON / SONY / JV,Council Regulation 4064/89,28-08-01,Y,27-09-01,01-10-01,"C.26.3 - Manufacture of communication equipment, C.26.3 - Manufacture of communication equipment"
M.2463,SPEEDY TOMATO,Council Regulation 4064/89,10-05-01,N,14-06-01,14-06-01,"J.61 - Telecommunications, J.61 - Telecommunications"
M.2464,NOMURA INTERNATIONAL / LE MERIDIEN HOTELS,Council Regulation 4064/89,05-06-01,Y,03-07-01,06-07-01,"I.55.10 - Hotels and similar accommodation, I.55.10 - Hotels and similar accommodation"
M.2465,CVC / AMSTELLAND,Council Regulation 4064/89,14-06-01,N,16-07-01,16-07-01,"C.23.99 - Manufacture of other non-metallic mineral products n.e.c., C.23.99 - Manufacture of other non-metallic mineral products n.e.c."
M.2466,SODEXHO / ABELA (II),Council Regulation 4064/89,02-05-01,N,08-06-01,08-06-01,"I.56.2 - Event catering and other food service activities, I.56.2 - Event catering and other food service activities"
M.2468,SEAT PAGINE GIALLE / ENIRO,Council Regulation 4064/89,21-05-01,N,27-06-01,27-06-01,"J.61 - Telecommunications, J.61 - Telecommunications, M.73.1 - Advertising, M.73.1 - Advertising"
